Txn_ID,Posting_Date_Raw,Invoice_Date_Raw,Fiscal_Period,Entity,Account_Code_Raw,Cost_Center_Raw,Cost_Center,Vendor_Name_Raw,Invoice_Number,PO_Number,Currency,Amount,Tax_Code,Narrative,Source_System
TXN000948,03/13/2026,03/10/2026,2026-08,AUS01,5520,CC2000,MKT,AWS,INV72896,,GBP,3677.49,GST-FREE,"Payment for goods",Workday
TXN000949,03/06/2026,03/01/2026,2026-08,AUS01,5410,CC1200,R&D,"Telstra Corp",INV22793,PO5731,USD,32839.36,INPUT,"Payment for subscription","API Import"
TXN000950,2026-01-23,2026-01-21,2026-01,AUS01,5110,CC1100,VIC,AWS,INV33458,,USD,3062.6,INPUT,"Payment for consulting",Workday
TXN000951,04-08-2025,26-07-2025,2025-08,AUS01,5100,CC3200,CORP,PWC,INV56299,,AUD,16096.03,GST,"Payment for goods","API Import"
TXN000952,2026-04-09,2026-01-30,2026-08,AUS01,5900,CC1100,VIC,Salesforce,INV78430,PO9762,USD,6647.0,GST-FREE,"Payment for goods","Manual Entry"
TXN000953,01/25/2026,01/24/2026,2026-01,AUS01,5310,CC3100,,"Telstra Corp",INV37834,,AUD,36346.65,EXPORT,"Payment for license","Manual Entry"
TXN000954,2026-01-25,2026-01-21,2026-01,AUS01,5910,CC3200,QLD,"LinkedIn Corp",INV36098,PO1596,GBP,14567.41,INPUT,"Payment for consulting",Oracle
TXN000955,01/01/2026,12/31/2025,2026-01,AUS01,5700,CC3000,HR,BCG,INV51309,PO2396,GBP,33763.0,GST,"Payment for goods",SAP
TXN000956,2025-11-20,2025-11-10,2025-11,AUS01,5110,CC3200,IT,Hays,INV93634,PO6112,NZD,5476.91,GST,"Payment for license","Manual Entry"
TXN000957,2026-01-10,2026-01-08,2026-01,AUS01,5010,CC2100,QLD,Slack,INV46787,PO7750,NZD,36724.63,GST-FREE,"Payment for services","API Import"
TXN000958,2026-04-12,2026-04-04,2026-08,AUS01,5300,CC2100,CORP,AusPost,INV52959,,AUD,1274.04,INPUT,"Payment for services",Oracle
TXN000959,2025-05-17,2025-05-11,2025-05,AUS01,5100,CC1100,NT,"Deloitte Touche",INV33936,PO2291,NZD,14392.2,GST,"Payment for goods",SAP
TXN000960,03/09/2026,01/31/2026,2026-08,AUS01,5810,CC4000,OPS,Google,INV23164,PO1667,NZD,40793.74,INPUT,"Payment for subscription","Manual Entry"
TXN000961,08/03/2025,08/29/2025,2025-08,AUS01,5800,CC1000,VIC,Slack,INV24002,PO1696,AUD,4334.74,GST,"Payment for consulting",Workday
TXN000962,2026-04-13,2026-04-08,2026-08,AUS01,5120,CC4100,CORP,"Accenture Pty",INV94998,PO2701,AUD,15099.42,GST-FREE,"Payment for services","Manual Entry"
TXN000963,08/07/2025,04/07/2025,2025-08,AUS01,5800,CC4000,FIN,"Accenture Pty",INV85588,PO4072,GBP,337.36,INPUT,"Payment for consulting","API Import"
TXN000964,2026-01-08,2026-01-01,2026-01,AUS01,5200,CC4100,IT,"Federal Express",INV55123,,USD,37143.64,INPUT,"Payment for license","Manual Entry"
TXN000965,05/19/2025,05/14/2025,2025-05,AUS01,5210,CC4100,CORP,"Atlassian Pty",INV10190,PO7644,GBP,11549.47,EXPORT,"Payment for license",Oracle
TXN000966,01/24/2026,01/21/2026,2026-01,AUS01,5600,CC1200,FIN,"Atlassian Pty",INV40258,PO1762,USD,6046.94,GST,"Payment for services","Manual Entry"
TXN000967,05-03-2026,31/01/2026,2026-08,AUS01,5100,CC4100,FIN,AWS,INV64179,,USD,32303.92,GST,"Payment for goods","Manual Entry"
TXN000968,05-03-2026,03-03-2026,2026-08,AUS01,5920,CC3000,HR,McKinsey,INV68118,PO3390,GBP,17104.74,INPUT,"Payment for goods","Manual Entry"
TXN000969,12/08/2025,08/08/2025,2025-08,AUS01,5500,CC3200,MKT,PWC,INV66792,PO2006,GBP,2297.11,GST,"Payment for services","Manual Entry"
TXN000970,12/17/2025,12/13/2025,2025-12,AUS01,5410,CC1100,TAS,"KPMG Australia",INV65856,PO8753,USD,12826.73,GST-FREE,"Payment for license",SAP
TXN000971,19-03-2026,13-03-2026,2026-08,AUS01,5300,CC2000,,"Optus Pty",INV72499,PO5417,USD,31010.55,INPUT,"Payment for goods","Manual Entry"
TXN000972,08-06-2025,05-06-2025,2025-08,AUS01,5000,CC2000,SA,Hays,INV24394,,GBP,9927.39,GST-FREE,"Payment for subscription","API Import"
TXN000973,2026-04-09,2026-04-04,2026-08,AUS01,5920,CC4000,IT,"EY Australia",INV41617,PO5130,GBP,1011.45,GST,"Payment for goods","API Import"
TXN000974,28-03-2026,20-03-2026,2026-08,AUS01,5510,CC1000,MKT,Zoom,INV84442,PO8881,AUD,14799.21,EXPORT,"Payment for goods",Oracle
TXN000975,03/04/2026,01/28/2026,2026-08,AUS01,5220,CC2100,CORP,SAP,INV22594,PO4215,GBP,30175.65,INPUT,"Payment for goods",Workday
TXN000976,02-03-2026,01/27/2026,2026-08,AUS01,5500,CC2000,ACT,BCG,INV19996,,GBP,10318.24,GST,"Payment for goods",Oracle
TXN000977,2026-04-14,2026-04-10,2026-08,AUS01,5420,CC3100,TAS,Salesforce,INV27789,,AUD,30675.14,EXPORT,"Payment for goods",Oracle
TXN000978,2026-01-12,2026-01-11,2026-01,AUS01,5220,CC1000,IT,AusPost,INV37405,,AUD,44610.07,EXPORT,"Payment for goods","API Import"
TXN000979,2026-04-04,2026-01-30,2026-08,AUS01,5900,CC4100,VIC,"Accenture Pty",INV80919,,AUD,21472.96,INPUT,"Payment for services","Manual Entry"
TXN000980,27/12/2025,20/12/2025,2025-12,AUS01,5310,CC1100,OPS,Google,INV10012,PO6717,USD,41624.02,INPUT,"Payment for subscription","Manual Entry"
TXN000981,18/06/2025,17/06/2025,2025-08,AUS01,5800,CC1100,VIC,Amazon,INV40699,PO3939,NZD,8745.25,GST-FREE,"Payment for goods",Oracle
TXN000982,07-03-2026,02-03-2026,2026-08,AUS01,5420,CC1000,MKT,"Optus Pty",INV25450,PO4345,USD,27877.21,GST,"Payment for subscription",Workday
TXN000983,27-03-2025,24-03-2025,2025-03,AUS01,5710,CC1100,HR,Adobe,INV59091,,GBP,17076.07,GST-FREE,"Payment for goods","Manual Entry"
TXN000984,2026-04-04,2026-04-01,2026-08,AUS01,5200,CC1100,MKT,Zoom,INV31782,,GBP,4968.94,GST-FREE,"Payment for license","API Import"
TXN000985,01/22/2026,01/14/2026,2026-01,AUS01,5120,CC4100,TAS,Workday,INV46592,PO4508,GBP,19177.4,EXPORT,"Payment for services",Oracle
TXN000986,03/13/2026,03/06/2026,2026-08,AUS01,5810,CC4000,QLD,"LinkedIn Corp",INV26617,PO4764,AUD,39375.14,GST,"Payment for license",SAP
TXN000987,18-01-2025,11-01-2025,2025-01,AUS01,5620,CC4100,HR,Slack,INV26571,,AUD,23356.15,GST-FREE,"Payment for services","API Import"
TXN000988,2026-01-28,2026-01-24,2026-01,AUS01,5520,CC4000,MKT,Google,INV44033,,NZD,23675.91,GST,"Payment for license",Oracle
TXN000989,27/01/2026,26/01/2026,2026-01,AUS01,5410,CC3200,HR,Workday,INV93394,,USD,36148.87,GST-FREE,"Payment for goods","API Import"
TXN000990,2025-03-15,2025-03-08,2025-03,AUS01,5800,CC4000,QLD,Google,INV54260,,NZD,20794.37,INPUT,"Payment for services",SAP
TXN000991,2026-01-25,2026-01-24,2026-01,AUS01,5020,CC3000,NSW,Adobe,INV73016,PO2609,AUD,3810.2,GST-FREE,"Payment for consulting","API Import"
TXN000992,01/21/2026,01/20/2026,2026-01,AUS01,5900,CC4100,CORP,Amazon,INV59682,PO9257,USD,44479.29,INPUT,"Payment for subscription",Workday
TXN000993,09/12/2025,08/12/2025,2025-12,AUS01,5520,CC1200,CORP,"Seek Limited",INV29736,,NZD,22152.15,GST,"Payment for subscription","API Import"
TXN000994,2026-04-20,2026-04-14,2026-08,AUS01,5400,CC3200,OPS,Microsoft,INV88539,,GBP,21082.34,GST,"Payment for subscription",Oracle
TXN000995,01/13/2026,01/07/2026,2026-01,AUS01,5020,CC3000,NSW,PWC,INV40907,PO5414,USD,18292.73,GST,"Payment for license",Oracle
TXN000996,03/11/2026,03/10/2026,2026-08,AUS01,5320,CC2100,FIN,Adobe,INV91922,PO7663,GBP,32859.03,GST,"Payment for goods",Oracle
TXN000997,14-03-2026,04-03-2026,2026-08,AUS01,5320,CC1000,OPS,Oracle,INV16158,PO7417,USD,2996.7,INPUT,"Payment for subscription","API Import"
TXN000998,2026-04-04,2026-01-30,2026-08,AUS01,5620,CC2100,NSW,Oracle,INV77589,,GBP,22480.28,GST-FREE,"Payment for goods","API Import"
TXN000999,2026-04-21,2026-04-14,2026-08,AUS01,5220,CC2000,IT,Zoom,INV91143,PO3799,AUD,6453.39,EXPORT,"Payment for license","API Import"
TXN001000,03/21/2026,03/14/2026,2026-08,AUS01,5300,CC1200,CORP,Amazon,INV58268,PO9656,USD,39587.13,GST-FREE,"Payment for consulting",Oracle
TXN001001,03/04/2026,01/30/2026,2026-08,AUS01,5020,CC3200,QLD,Microsoft,INV30535,PO7122,GBP,13193.98,EXPORT,"Payment for subscription",SAP
TXN001002,06-01-2025,02-01-2025,2025-01,AUS01,5800,CC3000,OPS,BCG,INV97643,,USD,13293.11,GST,"Payment for consulting",Workday
TXN001003,03/14/2025,03/09/2025,2025-03,AUS01,5510,CC4100,MKT,"Robert Half International",INV58283,,AUD,34764.46,GST,"Payment for license","API Import"
TXN001004,03/06/2026,01/31/2026,2026-08,AUS01,5800,CC1200,MKT,"LinkedIn Corp",INV14920,,AUD,30348.13,INPUT,"Payment for services",Workday
TXN001005,08/05/2025,04/05/2025,2025-05,AUS01,5200,CC3000,CORP,SAP,INV61736,PO3316,NZD,26461.76,GST,"Payment for services",SAP
TXN001006,04-03-2026,26-01-2026,2026-08,AUS01,5420,CC1100,QLD,MSFT,INV92689,PO9070,USD,10925.22,GST,"Payment for goods",Oracle
TXN001007,03/13/2026,03/09/2026,2026-08,AUS01,5010,CC3100,WA,Microsoft,INV52918,PO2561,AUD,43033.86,EXPORT,"Payment for consulting","API Import"
TXN001008,28-01-2026,19-01-2026,2026-01,AUS01,5800,CC4000,OPS,AWS,INV13482,PO1481,AUD,41026.84,GST-FREE,"Payment for license",SAP
TXN001009,11-12-2025,09-12-2025,2025-12,AUS01,5520,CC1200,MKT,AWS,INV71901,PO9148,USD,31009.01,INPUT,"Payment for subscription",Workday
TXN001010,2025-09-27,2025-09-20,2025-09,AUS01,5000,CC4100,HR,Workday,INV27553,PO2249,GBP,16618.93,INPUT,"Payment for subscription","API Import"
TXN001011,2025-03-03,2025-03-22,2025-03,AUS01,5620,CC4100,ACT,"KPMG Australia",INV40323,PO8820,AUD,24311.4,GST-FREE,"Payment for subscription",SAP
TXN001012,19/01/2026,12/01/2026,2026-01,AUS01,5200,CC1200,IT,Adobe,INV19633,,USD,27334.92,GST-FREE,"Payment for subscription",Workday
TXN001013,11-10-2025,09-10-2025,2025-10,AUS01,5020,CC2100,QLD,Microsoft,INV15616,PO1348,NZD,5939.36,EXPORT,"Payment for subscription",Oracle
TXN001014,16-03-2026,09-03-2026,2026-08,AUS01,5410,CC1000,TAS,GCP,INV12355,PO4161,AUD,33610.8,EXPORT,"Payment for services","API Import"
TXN001015,03/07/2026,01/31/2026,2026-08,AUS01,5400,CC4100,SA,Google,INV19526,PO4487,AUD,17444.16,EXPORT,"Payment for services",Oracle
TXN001016,25/05/2025,20/05/2025,2025-05,AUS01,5310,CC3000,OPS,MSFT,INV67178,PO8952,GBP,22957.5,GST-FREE,"Payment for consulting","Manual Entry"
TXN001017,25/01/2026,15/01/2026,2026-01,AUS01,5200,CC4000,IT,"Deloitte Touche",INV25181,,NZD,33759.88,GST,"Payment for license",SAP
TXN001018,26-01-2026,22-01-2026,2026-01,AUS01,5310,CC2100,FIN,"Accenture Pty",INV63406,,GBP,38841.23,GST-FREE,"Payment for goods",Workday
TXN001019,2026-04-20,2026-04-19,2026-08,AUS01,5100,CC3000,MKT,"Optus Pty",INV76505,PO2062,AUD,27295.12,GST,"Payment for subscription",Workday
TXN001020,19-03-2026,18-03-2026,2026-08,AUS01,5710,CC3200,HR,"Deloitte Touche",INV91852,PO7158,USD,18188.19,EXPORT,"Payment for subscription","API Import"
TXN001021,21-09-2025,19-09-2025,2025-09,AUS01,5510,CC2100,MKT,Zoom,INV29258,PO2686,NZD,26109.65,GST-FREE,"Payment for subscription",SAP
TXN001022,01/25/2026,01/15/2026,2026-01,AUS01,5610,CC2000,SA,Oracle,INV48591,PO8043,USD,4965.13,GST-FREE,"Payment for consulting","API Import"
TXN001023,2026-01-18,2026-01-11,2026-01,AUS01,5610,CC1000,OPS,"Seek Limited",INV69923,PO1500,USD,17969.92,GST,"Payment for consulting",Oracle
TXN001024,24/01/2026,19/01/2026,2026-01,AUS01,5520,CC2000,MKT,"ServiceNow Inc",INV95221,,NZD,30189.58,INPUT,"Payment for license",Oracle
TXN001025,2025-03-22,2025-03-17,2025-03,AUS01,5910,CC1000,SA,"WeWork Australia",INV28672,PO8113,GBP,39938.99,GST,"Payment for subscription",SAP
TXN001026,18-03-2026,11-03-2026,2026-08,AUS01,5600,CC3000,TAS,Zoom,INV82170,PO7198,GBP,29775.25,GST,"Payment for subscription","Manual Entry"
TXN001027,2025-05-21,2025-05-17,2025-05,AUS01,5000,CC4000,HR,"Seek Limited",INV34941,PO6139,GBP,4511.55,GST-FREE,"Payment for license",Workday
TXN001028,2025-01-25,2025-01-20,2025-01,AUS01,5910,CC2000,NSW,PWC,INV87019,PO6091,GBP,24411.92,GST-FREE,"Payment for license",Workday
TXN001029,2025-03-21,2025-03-20,2025-03,AUS01,5910,CC1200,SA,"Seek Limited",INV88694,PO7378,USD,143.92,EXPORT,"Payment for services",SAP
TXN001030,04-05-2025,25-04-2025,2025-05,AUS01,5200,CC1100,CORP,Google,INV13340,,USD,36662.69,INPUT,"Payment for services","Manual Entry"
TXN001031,2026-01-17,2026-01-07,2026-01,AUS01,5620,CC2100,SA,Google,INV52125,,NZD,28380.8,GST,"Payment for consulting",Oracle
TXN001032,28/01/2026,18/01/2026,2026-01,AUS01,5420,CC3100,,Zoom,INV93558,,AUD,32875.94,GST-FREE,"Payment for services","Manual Entry"
TXN001033,15-05-2025,05-05-2025,2025-05,AUS01,5300,CC3100,FIN,Adobe,INV28314,PO7744,AUD,32172.76,EXPORT,"Payment for goods","API Import"
TXN001034,01/05/2026,01/04/2026,2026-01,AUS01,5520,CC1100,MKT,Hays,INV31098,PO2094,GBP,41535.02,GST,"Payment for subscription",SAP
TXN001035,01/13/2026,01/11/2026,2026-01,AUS01,5200,CC2000,IT,SAP,INV51182,PO3805,GBP,10521.88,GST-FREE,"Payment for goods",Workday
TXN001036,2026-04-13,2026-04-05,2026-08,AUS01,5520,CC1100,MKT,"LinkedIn Corp",INV98871,,AUD,9300.78,GST-FREE,"Payment for license",Oracle
TXN001037,01-06-2025,30-05-2025,2025-08,AUS01,5210,CC3100,CORP,"Accenture Pty",INV81580,PO6651,NZD,6042.8,EXPORT,"Payment for consulting",SAP
TXN001038,08/01/2026,30/12/2025,2026-01,AUS01,5020,CC4000,NSW,"KPMG Australia",INV32111,PO6292,NZD,11980.48,GST,"Payment for services",Oracle
TXN001039,28-03-2026,23-03-2026,2026-08,AUS01,5510,CC1000,MKT,GCP,INV40999,PO5098,GBP,12465.09,GST,"Payment for services","Manual Entry"
TXN001040,2025-11-16,2025-11-13,2025-11,AUS01,5420,CC3200,ACT,"Robert Half International",INV11836,PO2511,USD,41191.16,GST,"Payment for consulting","API Import"
TXN001041,18/12/2025,16/12/2025,2025-12,AUS01,5620,CC2000,SA,"Deloitte Touche",INV74396,PO8175,GBP,7805.72,INPUT,"Payment for goods","Manual Entry"
TXN001042,28-03-2026,19-03-2026,2026-08,AUS01,5210,CC1100,IT,"Robert Half International",INV63533,,USD,24503.68,INPUT,"Payment for goods","API Import"
TXN001043,25-03-2026,24-03-2026,2026-08,AUS01,5500,CC4100,VIC,"Telstra Corp",INV69450,PO2000,GBP,30665.46,GST,"Payment for consulting","Manual Entry"
TXN001044,08-03-2025,27-03-2025,2025-03,AUS01,5810,CC1200,IT,AWS,INV80860,,NZD,34427.67,EXPORT,"Payment for goods",Oracle
TXN001045,03/08/2026,02-03-2026,2026-08,AUS01,5700,CC1200,HR,Google,INV11944,PO9832,GBP,30575.75,INPUT,"Payment for consulting",SAP
TXN001046,04/22/2025,04/15/2025,2025-04,AUS01,5600,CC1200,SA,Salesforce,INV52911,PO8482,USD,3366.62,GST-FREE,"Payment for license",SAP
TXN001047,01/18/2026,01/14/2026,2026-01,AUS01,5410,CC4100,MKT,"KPMG Australia",INV14952,PO1555,AUD,42893.6,GST-FREE,"Payment for license",Oracle
TXN001048,22-03-2026,12-03-2026,2026-08,AUS01,5710,CC2100,HR,"Robert Half International",INV89376,PO9391,NZD,29211.84,INPUT,"Payment for license",SAP
TXN001049,2026-04-21,2026-04-16,2026-08,AUS01,5320,CC3200,FIN,"Robert Half International",INV95830,PO6848,GBP,43313.11,GST,"Payment for goods",Oracle
TXN001050,18-03-2025,10-03-2025,2025-03,AUS01,5400,CC3200,CORP,SAP,INV46031,PO2277,USD,1277.18,EXPORT,"Payment for license",SAP
TXN001051,24-10-2025,16-10-2025,2025-10,AUS01,5610,CC4000,QLD,Hays,INV76296,PO3521,GBP,24434.76,EXPORT,"Payment for goods",Workday
TXN001052,17-03-2026,09-03-2026,2026-08,AUS01,5800,CC1000,CORP,McKinsey,INV99435,PO4890,AUD,17996.86,GST-FREE,"Payment for subscription",SAP
TXN001053,12/23/2025,12/22/2025,2025-12,AUS01,5700,CC3000,HR,"Federal Express",INV99864,PO1627,GBP,32773.22,INPUT,"Payment for services",SAP
TXN001054,03/06/2026,01/28/2026,2026-08,AUS01,5120,CC3000,VIC,"Regus Australia",INV70383,PO4213,NZD,11379.14,EXPORT,"Payment for goods",Workday
TXN001055,03/27/2026,03/24/2026,2026-08,AUS01,5620,CC2000,R&D,Slack,INV35502,PO2689,NZD,35550.13,GST-FREE,"Payment for subscription","Manual Entry"
TXN001056,01/06/2026,01/04/2026,2026-01,AUS01,5700,CC3000,HR,Oracle,INV33317,PO6625,NZD,32536.7,EXPORT,"Payment for consulting",Oracle
TXN001057,19/01/2026,12/01/2026,2026-01,AUS01,5600,CC2000,MKT,"ServiceNow Inc",INV23398,,NZD,23885.37,INPUT,"Payment for license",SAP
TXN001058,18-03-2026,12-03-2026,2026-08,AUS01,5320,CC1000,QLD,Hays,INV12048,PO8991,NZD,43036.03,INPUT,"Payment for subscription",Workday
TXN001059,2026-04-08,2026-04-04,2026-08,AUS01,5300,CC4100,FIN,"Atlassian Pty",INV73074,PO3700,AUD,41691.71,GST,"Payment for services",Oracle
TXN001060,09/17/2025,09/07/2025,2025-09,AUS01,5210,CC2100,IT,Microsoft,INV61711,PO6328,AUD,37751.47,GST-FREE,"Payment for subscription","Manual Entry"
TXN001061,01/04/2026,12/29/2025,2026-01,AUS01,5200,CC1100,IT,Workday,INV64982,PO9593,USD,16538.34,GST-FREE,"Payment for services",Oracle
TXN001062,26-01-2026,18-01-2026,2026-01,AUS01,5920,CC3000,SA,Microsoft,INV29619,PO2787,AUD,43195.03,INPUT,"Payment for subscription",SAP
TXN001063,02-03-2026,01/30/2026,2026-08,AUS01,5420,CC3100,QLD,"Atlassian Pty",INV72654,,GBP,25310.7,GST-FREE,"Payment for subscription",Oracle
TXN001064,03/08/2026,03/01/2026,2026-08,AUS01,5120,CC1200,CORP,BCG,INV86489,PO8369,GBP,18782.13,INPUT,"Payment for license","Manual Entry"
TXN001065,01/09/2025,01/06/2025,2025-01,AUS01,5110,CC3200,,BCG,INV80955,PO7913,NZD,44243.61,INPUT,"Payment for subscription",Workday
TXN001066,03/26/2026,03/23/2026,2026-08,AUS01,5510,CC1200,MKT,"EY Australia",INV53554,,AUD,43546.78,EXPORT,"Payment for services",SAP
TXN001067,03/01/2026,28/12/2025,2026-01,AUS01,5320,CC2000,OPS,"ServiceNow Inc",INV94233,PO2896,AUD,43134.91,GST-FREE,"Payment for subscription",Workday
TXN001068,03/01/2026,03/01/2026,2026-01,AUS01,5310,CC3000,SA,"Seek Limited",INV82816,PO2644,AUD,23528.23,EXPORT,"Payment for subscription",Workday
TXN001069,10-03-2026,03-03-2026,2026-08,AUS01,5600,CC4100,VIC,Hays,INV65452,PO8226,USD,22531.34,GST-FREE,"Payment for subscription","Manual Entry"
TXN001070,2026-01-05,2026-01-02,2026-01,AUS01,5320,CC4000,OPS,Adobe,INV78921,,NZD,13027.31,GST,"Payment for goods","API Import"
TXN001071,2025-03-26,2025-03-23,2025-03,AUS01,5200,CC1100,CORP,Slack,INV92170,PO2517,USD,27335.41,GST,"Payment for services","Manual Entry"
TXN001072,2026-01-24,2026-01-22,2026-01,AUS01,5510,CC2000,MKT,AusPost,INV82449,PO1396,NZD,22080.25,GST-FREE,"Payment for license",Oracle
TXN001073,25-01-2026,18-01-2026,2026-01,AUS01,5510,CC1100,MKT,"LinkedIn Corp",INV72924,PO5265,USD,35432.84,INPUT,"Payment for subscription","API Import"
TXN001074,03/21/2026,03/13/2026,2026-08,AUS01,5110,CC3100,IT,Zoom,INV76968,PO8431,AUD,14712.0,GST,"Payment for consulting","API Import"
TXN001075,2025-04-08,2025-04-01,2025-04,AUS01,5010,CC4000,HR,Oracle,INV33009,,GBP,43219.74,EXPORT,"Payment for goods",Oracle
TXN001076,15-03-2026,05-03-2026,2026-08,AUS01,5620,CC4100,QLD,Oracle,INV30341,PO4507,AUD,14729.44,GST-FREE,"Payment for consulting",Oracle
TXN001077,04-03-2026,29-01-2026,2026-08,AUS01,5700,CC4100,HR,Salesforce,INV40992,PO6326,NZD,10708.62,GST-FREE,"Payment for subscription",Oracle
TXN001078,26-03-2026,20-03-2026,2026-08,AUS01,5520,CC2100,MKT,PWC,INV74631,,GBP,5584.83,EXPORT,"Payment for consulting",Workday
TXN001079,2026-04-08,2026-01-29,2026-08,AUS01,5310,CC2100,SA,"Deloitte Touche",INV33653,PO8189,GBP,27543.46,GST,"Payment for services",Oracle
TXN001080,19/01/2026,11/01/2026,2026-01,AUS01,5020,CC1200,SA,MSFT,INV79074,PO2843,NZD,11167.37,EXPORT,"Payment for goods","Manual Entry"
TXN001081,03/23/2025,03/20/2025,2025-03,AUS01,5600,CC4000,QLD,"Accenture Pty",INV27657,PO7506,USD,6800.86,GST,"Payment for services","API Import"
TXN001082,08/01/2026,08/01/2026,2026-01,AUS01,5010,CC2100,VIC,Hays,INV55785,PO7098,GBP,23386.22,EXPORT,"Payment for license",Workday
TXN001083,08/11/2025,28/10/2025,2025-11,AUS01,5400,CC1000,R&D,Microsoft,INV40970,PO2343,USD,878.43,INPUT,"Payment for license","API Import"
TXN001084,2026-01-11,2026-01-03,2026-01,AUS01,5020,CC3000,VIC,Adobe,INV12993,PO3743,USD,39253.1,GST,"Payment for license",Workday
TXN001085,2026-01-22,2026-01-20,2026-01,AUS01,5300,CC2000,,"Seek Limited",INV17430,PO4216,NZD,29453.59,GST-FREE,"Payment for services","API Import"
TXN001086,14-01-2026,12-01-2026,2026-01,AUS01,5200,CC4100,IT,Hays,INV29029,PO3472,AUD,27430.5,GST,"Payment for goods",SAP
TXN001087,07-03-2026,05-03-2026,2026-08,AUS01,5920,CC3200,MKT,AusPost,INV17012,,GBP,33894.43,GST-FREE,"Payment for services",SAP
TXN001088,04-03-2026,28-01-2026,2026-08,AUS01,5100,CC1200,IT,Oracle,INV68522,,AUD,5530.96,GST,"Payment for subscription","API Import"
TXN001089,25-06-2025,21-06-2025,2025-08,AUS01,5200,CC4100,IT,Workday,INV66550,PO4414,AUD,13283.19,GST-FREE,"Payment for license",SAP
TXN001090,22/04/2025,14/04/2025,2025-04,AUS01,5620,CC2100,HR,GCP,INV33086,,USD,34419.77,INPUT,"Payment for subscription",SAP
TXN001091,26-03-2025,17-03-2025,2025-03,AUS01,5110,CC3000,SA,AWS,INV88161,,NZD,44191.07,GST-FREE,"Payment for goods",SAP
TXN001092,27/01/2026,21/01/2026,2026-01,AUS01,5320,CC3100,HR,Salesforce,INV97418,PO6656,AUD,36260.76,GST-FREE,"Payment for goods","API Import"
TXN001093,2026-04-16,2026-04-14,2026-08,AUS01,5210,CC3200,IT,"Atlassian Pty",INV57056,PO9841,USD,12468.24,EXPORT,"Payment for subscription","Manual Entry"
TXN001094,10/01/2026,08/01/2026,2026-01,AUS01,5920,CC1000,QLD,"Deloitte Touche",INV13361,,AUD,39975.79,GST-FREE,"Payment for consulting",SAP
TXN001095,2026-01-14,2026-01-08,2026-01,AUS01,5610,CC1200,FIN,"Seek Limited",INV17904,,USD,25133.03,INPUT,"Payment for license",SAP
TXN001096,2026-01-15,2026-01-08,2026-01,AUS01,5410,CC4100,HR,Amazon,INV46883,PO2753,GBP,10346.24,GST-FREE,"Payment for subscription",Workday
TXN001097,09/10/2025,08/10/2025,2025-10,AUS01,5210,CC2100,CORP,Microsoft,INV90758,PO7644,USD,2733.29,GST,"Payment for consulting","API Import"
TXN001098,25-08-2025,19-08-2025,2025-08,AUS01,5410,CC2100,FIN,Salesforce,INV58754,,NZD,19982.27,INPUT,"Payment for goods",Oracle
TXN001099,09-03-2026,07-03-2026,2026-08,AUS01,5110,CC2100,HR,"LinkedIn Corp",INV82737,,GBP,222.67,GST,"Payment for services","API Import"
TXN001100,2025-04-04,2025-03-31,2025-04,AUS01,5000,CC3100,NSW,"ServiceNow Inc",INV21793,PO7943,AUD,20274.73,INPUT,"Payment for license",SAP
TXN001101,2025-03-18,2025-03-09,2025-03,AUS01,5100,CC3000,OPS,"Optus Pty",INV24179,PO1996,AUD,6751.13,GST,"Payment for consulting",SAP
TXN001102,2025-08-07,2025-08-31,2025-08,AUS01,5420,CC1100,FIN,"Accenture Pty",INV53534,,AUD,20841.38,GST-FREE,"Payment for services",Workday
TXN001103,09/12/2025,09/04/2025,2025-09,AUS01,5300,CC2000,CORP,"DHL Express",INV13249,,USD,5227.84,GST-FREE,"Payment for consulting",Oracle
TXN001104,01/12/2025,01/04/2025,2025-01,AUS01,5410,CC3100,ACT,"Deloitte Touche",INV83565,,GBP,1432.81,GST,"Payment for goods",Oracle
TXN001105,20-03-2025,17-03-2025,2025-03,AUS01,5910,CC3200,NSW,"Deloitte Touche",INV29518,,GBP,40044.68,EXPORT,"Payment for license",SAP
TXN001106,17-03-2026,14-03-2026,2026-08,AUS01,5710,CC3200,HR,Amazon,INV62819,PO2641,AUD,2685.38,INPUT,"Payment for subscription",Workday
TXN001107,2026-04-21,2026-04-19,2026-08,AUS01,5900,CC1100,SA,MSFT,INV26295,PO1611,GBP,26524.29,EXPORT,"Payment for services",Workday
TXN001108,19-03-2026,10-03-2026,2026-08,AUS01,5810,CC4000,SA,Salesforce,INV42675,PO2077,NZD,25880.18,INPUT,"Payment for subscription",Oracle
TXN001109,01-03-2026,12/23/2025,2026-01,AUS01,5610,CC4000,OPS,Microsoft,INV61773,PO9670,NZD,29131.62,EXPORT,"Payment for consulting",Oracle
TXN001110,2025-12-21,2025-12-17,2025-12,AUS01,5420,CC4100,ACT,"Optus Pty",INV89034,PO5794,AUD,36633.57,EXPORT,"Payment for services","Manual Entry"
TXN001111,2026-01-13,2026-01-10,2026-01,AUS01,5200,CC3200,IT,"KPMG Australia",INV42537,,AUD,21877.46,INPUT,"Payment for goods",Workday
TXN001112,14-03-2026,10-03-2026,2026-08,AUS01,5800,CC4000,QLD,"KPMG Australia",INV11921,,AUD,44805.61,EXPORT,"Payment for subscription",Oracle
